Level,MenuLevel1,MenuLevel2,MenuLevel3,MenuLevel4,Menu ID,MenuName,Order Sequence,Type,Sub Type,SecCode,Level1Code,Level2Code,Level3Code
4,Sales Management,Order Management,Setup,Part,OMMT1112,Part,50,I,M,SEC159,SEC464,SEC044,SEC159
4,Sales Management,Order Management,Setup,Part Allocation Template,AMMN3148,Part Allocation Template,3,I,M,SEC068,SEC464,SEC044,SEC068
4,Sales Management,Order Management,Setup,Part Class,OMMT1113,Part Class,60,I,M,SEC114,SEC464,SEC044,SEC114
4,Sales Management,Order Management,Setup,Person,OMMT1065,Person,65,I,M,SEC403,SEC464,SEC044,SEC403
4,Sales Management,Order Management,Setup,Person / Contact,OMMT2120,Person / Contact,68,I,M,SEC2545,SEC464,SEC044,SEC2545
4,Sales Management,Order Management,Setup,Price Group,OMMT1020,Price Group,72,I,M,SEC644,SEC464,SEC044,SEC644
4,Sales Management,Order Management,Setup,Price List,OMMN1010,Price List,75,I,M,SEC079,SEC464,SEC044,SEC079
4,Sales Management,Order Management,Setup,Product Group,OMMT1103,Product Group,80,I,M,SEC158,SEC464,SEC044,SEC158
4,Sales Management,Order Management,Setup,Product Tax Category,OMMT1150,Product Tax Category,82,I,M,SEC211,SEC464,SEC044,SEC211
4,Sales Management,Order Management,Setup,Project Checklist Types,OMMT2110,Project Checklist Types,83,I,M,SEC1142,SEC464,SEC044,SEC1142
4,Sales Management,Order Management,Setup,Reservation Priority,OMMT1101,Reservation Priority,84,I,M,SEC524,SEC464,SEC044,SEC524
4,Sales Management,Order Management,Setup,Role Code,OMMT2100,Role Code,85,I,M,SEC546,SEC464,SEC044,SEC546
4,Sales Management,Order Management,Setup,Sales Category,OMMT1450,Sales Category,90,I,M,SEC512,SEC464,SEC044,SEC512
4,Sales Management,Order Management,Setup,Sales Region,OMMT1104,Sales Region,95,I,M,SEC162,SEC464,SEC044,SEC162
4,Sales Management,Order Management,Setup,Sales Territory,OMMT2000,Sales Territory,110,I,M,SEC554,SEC464,SEC044,SEC554
4,Sales Management,Order Management,Setup,Ship Via,OMMT1106,Ship Via,120,I,M,SEC160,SEC464,SEC044,SEC160
4,Sales Management,Order Management,Setup,Tax Authority,OMMT1200,Tax Authority,122,I,M,SEC589,SEC464,SEC044,SEC589
4,Sales Management,Order Management,Setup,Tax Jurisdiction,OMMT1280,Tax Jurisdiction,123,I,M,SEC1010,SEC464,SEC044,SEC1010
4,Sales Management,Order Management,Setup,Tax Liability,OMMT1167,Tax Liability,125,I,M,SEC426,SEC464,SEC044,SEC426
4,Sales Management,Order Management,Setup,Tax Report Category,OMMT1270,Tax Report Category,128,I,M,SEC1006,SEC464,SEC044,SEC1006
4,Sales Management,Order Management,Setup,Tax Type,OMMT1109,Tax Type,129,I,M,SEC085,SEC464,SEC044,SEC085
4,Sales Management,Order Management,Setup,Terms,OMMT1108,Terms,130,I,M,SEC086,SEC464,SEC044,SEC086
4,Sales Management,Order Management,Setup,UOM,OMMT1135,UOM,135,I,M,SEC961,SEC464,SEC044,SEC961
4,Sales Management,Order Management,Setup,UOM Class,OMMT1136,UOM Class,136,I,M,SEC770,SEC464,SEC044,SEC770
4,Sales Management,Order Management,Setup,Work Force,OMMT1105,Work Force,140,I,M,SEC161,SEC464,SEC044,SEC161
2,Sales Management,Quote Management,,,EQMN0000,Quote Management,30,S,,SEC062,SEC464,SEC062,SEC062
3,Sales Management,Quote Management,General Operations,,EQMN2000,General Operations,20,S,,SEC346,SEC464,SEC062,SEC346
4,Sales Management,Quote Management,General Operations,Contact Tracker,EQMT3031,Contact Tracker,25,I,T,SEC998,SEC464,SEC062,SEC998
4,Sales Management,Quote Management,General Operations,CSR Dashboard,AECSR,CSR Dashboard,27,D,T,SEC_UDCSR,SEC464,SEC062,SEC_UDCSR
4,Sales Management,Quote Management,General Operations,Customer Tracker,EQMT2020,Customer Tracker,30,I,T,SEC181,SEC464,SEC062,SEC181
4,Sales Management,Quote Management,General Operations,Inventory Advisor,EQMT3550,Inventory Advisor,5,I,E,SEC019-01,SEC464,SEC062,SEC019-01
4,Sales Management,Quote Management,General Operations,Job Tracker,EQMT2030,Job Tracker,40,I,T,SEC193,SEC464,SEC062,SEC193
4,Sales Management,Quote Management,General Operations,Opportunity / Quote Entry,EQMT2010,Opportunity / Quote Entry,10,I,E,SEC222,SEC464,SEC062,SEC222
4,Sales Management,Quote Management,General Operations,Opportunity / Quote Tracker,EQMT2060,Opportunity / Quote Tracker,50,I,T,SEC226,SEC464,SEC062,SEC226
4,Sales Management,Quote Management,General Operations,Order Tracker,EQMT2040,Order Tracker,60,I,T,SEC103,SEC464,SEC062,SEC103
4,Sales Management,Quote Management,General Operations,Part Tracker,EQMT2050,Part Tracker,70,I,T,SEC183,SEC464,SEC062,SEC183
4,Sales Management,Quote Management,General Operations,Person / Contact Tracker,EQ3080,Person / Contact Tracker,75,I,T,SEC2546,SEC464,SEC062,SEC2546
4,Sales Management,Quote Management,General Operations,Process Quote Expiration,EQMT2021,Process Quote Expiration,23,I,P,SEC3460,SEC464,SEC062,SEC3460
4,Sales Management,Quote Management,General Operations,Project Tracker,EQMT2080,Project Tracker,80,I,T,SEC351,SEC464,SEC062,SEC351
4,Sales Management,Quote Management,General Operations,Purchase Order Tracker,EQMT2070,Purchase Order Tracker,90,I,T,SEC080,SEC464,SEC062,SEC080
4,Sales Management,Quote Management,General Operations,Quote Analysis Export,EQMT3000,Quote Analysis Export,20,I,E,SEC632,SEC464,SEC062,SEC632
4,Sales Management,Quote Management,General Operations,Quote Engineering Entry,EQMT2015,Quote Engineering Entry,15,K,E,SEC988,SEC464,SEC062,SEC988
4,Sales Management,Quote Management,General Operations,Quote Engineering Tracker,EQMT2016,Quote Engineering Tracker,100,K,T,SEC994,SEC464,SEC062,SEC994
4,Sales Management,Quote Management,General Operations,Salesforce Synchronization,EQGO1000,Salesforce Synchronization,170,I,P,SEC9003,SEC464,SEC062,SEC9003
4,Sales Management,Quote Management,General Operations,Time Phased Inquiry,EQMT2081,Time Phased Inquiry,150,I,T,SEC711,SEC464,SEC062,SEC711
3,Sales Management,Quote Management,Setup,,EQMN1000,Setup,10,S,,SEC219,SEC464,SEC062,SEC219
4,Sales Management,Quote Management,Setup,Business Category,EQMT1200,Business Category,5,I,M,SEC11201,SEC464,SEC062,SEC11201
4,Sales Management,Quote Management,Setup,Country,EQMT1100,Country,10,I,M,SEC432,SEC464,SEC062,SEC432
4,Sales Management,Quote Management,Setup,Customer,EQMT1030,Customer,30,I,M,SEC154,SEC464,SEC062,SEC154
4,Sales Management,Quote Management,Setup,Customer Group,EQMT1040,Customer Group,40,I,M,SEC153,SEC464,SEC062,SEC153
4,Sales Management,Quote Management,Setup,Global Alert,EQMT1080,Global Alert,50,I,M,SEC357,SEC464,SEC062,SEC357
4,Sales Management,Quote Management,Setup,Markup Code,EQMT1010,Markup Code,55,I,M,SEC220,SEC464,SEC062,SEC220
4,Sales Management,Quote Management,Setup,Memo Category,EQMT1070,Memo Category,60,I,M,SEC323,SEC464,SEC062,SEC323
4,Sales Management,Quote Management,Setup,Person / Contact,EQMT,Person / Contact,63,I,M,SEC2545,SEC464,SEC062,SEC2545
4,Sales Management,Quote Management,Setup,Price Group,EQMT1120,Price Group,65,I,M,SEC644,SEC464,SEC062,SEC644
4,Sales Management,Quote Management,Setup,Price Lists,EQMT1110,Price Lists,70,I,M,SEC079,SEC464,SEC062,SEC079
4,Sales Management,Quote Management,Setup,Product Tax Category,EQMT4020,Product Tax Category,72,I,M,SEC219,SEC464,SEC062,SEC219
4,Sales Management,Quote Management,Setup,Quote Due Time,AEQDT,Quote Due Time,74,I,M,SEC_UDQDT,SEC464,SEC062,SEC_UDQDT
4,Sales Management,Quote Management,Setup,Quote Line Rating,AEQLR,Quote Line Rating,77,I,M,SEC_UDQLR,SEC464,SEC062,SEC_UDQLR
4,Sales Management,Quote Management,Setup,Role Code,EQMT2000,Role Code,90,I,M,SEC546,SEC464,SEC062,SEC546
4,Sales Management,Quote Management,Setup,Sales Region,EQMT1050,Sales Region,100,I,M,SEC162,SEC464,SEC062,SEC162
4,Sales Management,Quote Management,Setup,Sales Territory,EQMT2500,Sales Territory,110,I,M,SEC554,SEC464,SEC062,SEC554
4,Sales Management,Quote Management,Setup,Tax Liability,EQMT4010,Tax Liability,112,I,M,SEC219,SEC464,SEC062,SEC219
4,Sales Management,Quote Management,Setup,Tax Type,EQMT4000,Tax Type,115,I,M,SEC219,SEC464,SEC062,SEC219
4,Sales Management,Quote Management,Setup,Work Force,EQMT1060,Work Force,120,I,M,SEC161,SEC464,SEC062,SEC161
1,Service Management,,,,XAMN9000,Service Management,15,S,,SEC1299,SEC1299,SEC062,
2,Service Management,Expense Management,,,EMMN0000,Expense Management,20,S,,SEC2524,SEC1299,SEC2524,SEC2524
3,Service Management,Expense Management,General Operations,,EMGO5000,General Operations,10,S,E,SEC2528,SEC1299,SEC2524,SEC2528
3,Service Management,Expense Management,General Operations,,EMGO1000,General Operations,20,S,,SEC2528,SEC1299,SEC2524,SEC2528
4,Service Management,Expense Management,General Operations,Expense Entry,EMGO5018,Expense Entry,5,K,E,SEC991,SEC1299,SEC2524,SEC991
4,Service Management,Expense Management,General Operations,Expense Entry,EMGO1014,Expense Entry,5,K,E,SEC991,SEC1299,SEC2524,SEC991
4,Service Management,Expense Management,General Operations,Expense Group,EMGO5020,Expense Group,60,I,E,SEC1903,SEC1299,SEC2524,SEC1903
4,Service Management,Expense Management,General Operations,Expense Group,EMMN1005,Expense Group,85,I,E,SEC1903,SEC1299,SEC2524,SEC1903
4,Service Management,Expense Management,General Operations,Expense Tracker,EMGO1015,Expense Tracker,75,K,E,SEC992,SEC1299,SEC2524,SEC992
4,Service Management,Expense Management,General Operations,Generate AP Invoices for Expenses,EMGO1013,Generate AP Invoices for Expenses,80,I,P,SEC1912,SEC1299,SEC2524,SEC1912
4,Service Management,Expense Management,General Operations,Job Entry,EMGO1002,Job Entry,10,I,E,SEC074,SEC1299,SEC2524,SEC074
4,Service Management,Expense Management,General Operations,Project Entry,EMGO1003,Project Entry,20,I,E,SEC350,SEC1299,SEC2524,SEC350
4,Service Management,Expense Management,General Operations,Quick Entry Code,EMMN5009,Quick Entry Code,10,I,E,SEC1901,SEC1299,SEC2524,SEC1901
4,Service Management,Expense Management,General Operations,Quick Entry Code,EMMN1009,Quick Entry Code,30,I,E,SEC1901,SEC1299,SEC2524,SEC1901
4,Service Management,Expense Management,General Operations,Task List,EMGO5001,Task List,20,I,E,SEC565,SEC1299,SEC2524,SEC565
4,Service Management,Expense Management,General Operations,Task List,EMGO1001,Task List,40,I,E,SEC565,SEC1299,SEC2524,SEC565
4,Service Management,Expense Management,General Operations,Time and Expense Approval,EMGO5005,Time and Expense Approval,30,I,E,SEC1904,SEC1299,SEC2524,SEC1904
4,Service Management,Expense Management,General Operations,Time and Expense Approval,EMGO1005,Time and Expense Approval,50,I,E,SEC1904,SEC1299,SEC2524,SEC1904
4,Service Management,Expense Management,General Operations,Time and Expense Entry,EMGO5004,Time and Expense Entry,40,I,E,SEC178,SEC1299,SEC2524,SEC178
4,Service Management,Expense Management,General Operations,Time and Expense Entry,EMGO1004,Time and Expense Entry,60,I,E,SEC178,SEC1299,SEC2524,SEC178
4,Service Management,Expense Management,General Operations,Time and Expense Tracker,EMGO5012,Time and Expense Tracker,50,I,T,SEC1928,SEC1299,SEC2524,SEC1928
4,Service Management,Expense Management,General Operations,Time and Expense Tracker,EMGO1012,Time and Expense Tracker,70,I,T,SEC1928,SEC1299,SEC2524,SEC1928
3,Service Management,Expense Management,Reports,,EMRP5000,Reports,20,S,,SEC1920,SEC1299,SEC2524,SEC1920
3,Service Management,Expense Management,Reports,,EMRP1000,Reports,30,S,,SEC1920,SEC1299,SEC2524,SEC1920
4,Service Management,Expense Management,Reports,Employee Expense,EMRP1001,Employee Expense,0,I,R,SEC1470,SEC1299,SEC2524,SEC1470
4,Service Management,Expense Management,Reports,Employee Expense,EMRP5001,Employee Expense,10,I,R,SEC1470,SEC1299,SEC2524,SEC1470
3,Service Management,Expense Management,Setup,,EMMN1000,Setup,10,S,,SEC2526,SEC1299,SEC2524,SEC2526
4,Service Management,Expense Management,Setup,Business Category,EMMN1200,Business Category,5,I,M,SEC11201,SEC1299,SEC2524,SEC11201
4,Service Management,Expense Management,Setup,Employee,EMMN1004,Employee,10,I,M,SEC179,SEC1299,SEC2524,SEC179
4,Service Management,Expense Management,Setup,Indirect Labor,EMMN1006,Indirect Labor,30,I,M,SEC180,SEC1299,SEC2524,SEC180
4,Service Management,Expense Management,Setup,Indirect Labor Account,EMMN1020,Indirect Labor Account,35,I,M,SEC165,SEC1299,SEC2524,SEC165
4,Service Management,Expense Management,Setup,Miscellaneous Charge/Credit,EMMN1007,Miscellaneous Charge/Credit,40,I,M,SEC173,SEC1299,SEC2524,SEC173
4,Service Management,Expense Management,Setup,Payment Method,EMMN1008,Payment Method,50,I,M,SEC1102,SEC1299,SEC2524,SEC1102
4,Service Management,Expense Management,Setup,Resource Group,EMMN1010,Resource Group,70,I,M,SEC076,SEC1299,SEC2524,SEC076
4,Service Management,Expense Management,Setup,Role Code,EMMN1011,Role Code,80,I,M,SEC546,SEC1299,SEC2524,SEC546
4,Service Management,Expense Management,Setup,Shift,EMMN1012,Shift,90,I,M,SEC034,SEC1299,SEC2524,SEC034
4,Service Management,Expense Management,Setup,Supplier,EMMN1013,Supplier,100,I,M,SEC115,SEC1299,SEC2524,SEC115
4,Service Management,Expense Management,Setup,Task,EMMN1001,Task,110,I,M,SEC548,SEC1299,SEC2524,SEC548
4,Service Management,Expense Management,Setup,Task Set,EMMN1002,Task Set,120,I,M,SEC553,SEC1299,SEC2524,SEC553
4,Service Management,Expense Management,Setup,Task Type,EMMN1014,Task Type,130,I,M,SEC566,SEC1299,SEC2524,SEC566
4,Service Management,Expense Management,Setup,Work Force,EMMN1015,Work Force,140,I,M,SEC161,SEC1299,SEC2524,SEC161
4,Service Management,Expense Management,Setup,Workflow Group,EMMN1003,Workflow Group,150,I,M,SEC621,SEC1299,SEC2524,SEC621
2,Service Management,Field Service,,,FSMN0000,Field Service,60,S,,SEC435,SEC1299,SEC435,SEC435
3,Service Management,Field Service,General Operations,,FSMN2000,General Operations,20,S,,SEC730,SEC1299,SEC435,SEC730
4,Service Management,Field Service,General Operations,AR Invoice Tracker,FSGO1350,AR Invoice Tracker,110,I,T,SEC284,SEC1299,SEC435,SEC284
4,Service Management,Field Service,General Operations,Customer Tracker,FSGO1300,Customer Tracker,100,I,T,SEC181,SEC1299,SEC435,SEC181
4,Service Management,Field Service,General Operations,Expense Entry,FSGO1010,Expense Entry,10,K,E,SEC991,SEC1299,SEC435,SEC991
4,Service Management,Field Service,General Operations,Mass Issue to Mfg.,FSGO1185,Mass Issue to Mfg.,20,I,E,SEC332,SEC1299,SEC435,SEC332
4,Service Management,Field Service,General Operations,Miscellaneous Shipment Entry,FSGO1190,Miscellaneous Shipment Entry,30,I,E,SEC627,SEC1299,SEC435,SEC627
4,Service Management,Field Service,General Operations,Order Tracker,FSGO1400,Order Tracker,120,I,T,SEC103,SEC1299,SEC435,SEC103
4,Service Management,Field Service,General Operations,Part Tracker,FSGO1450,Part Tracker,130,I,T,SEC183,SEC1299,SEC435,SEC183
4,Service Management,Field Service,General Operations,Renew Contracts,FSGO1800,Renew Contracts,90,I,P,SEC4381,SEC1299,SEC435,SEC4381
4,Service Management,Field Service,General Operations,RMA Processing,FSGO1200,RMA Processing,40,I,E,SEC336,SEC1299,SEC435,SEC336
4,Service Management,Field Service,General Operations,Serial Number Tracker,FSGO1600,Serial Number Tracker,140,I,T,SEC405,SEC1299,SEC435,SEC405
4,Service Management,Field Service,General Operations,Service Call Center,FSGO1100,Service Call Center,50,I,E,SEC453,SEC1299,SEC435,SEC453
4,Service Management,Field Service,General Operations,Service Contract Entry,FSGO1000,Service Contract Entry,60,I,E,SEC438,SEC1299,SEC435,SEC438
4,Service Management,Field Service,General Operations,Service Job Entry,FSGO1210,Service Job Entry,70,I,E,SEC074,SEC1299,SEC435,SEC074
4,Service Management,Field Service,General Operations,Service Job Tracker,FSGO1650,Service Job Tracker,145,I,T,SEC730,SEC1299,SEC435,SEC730
4,Service Management,Field Service,General Operations,Time and Expense Entry,FSGO1175,Time and Expense Entry,80,I,E,SEC178,SEC1299,SEC435,SEC178
4,Service Management,Field Service,General Operations,Time Entry,FSGO1176,Time Entry,85,K,E,SEC989,SEC1299,SEC435,SEC989
4,Service Management,Field Service,General Operations,Time Phased Inquiry,FSGO1700,Time Phased Inquiry,150,I,T,SEC711,SEC1299,SEC435,SEC711
3,Service Management,Field Service,Reports,,FSMN3000,Reports,30,S,,SEC731,SEC1299,SEC435,SEC731
4,Service Management,Field Service,Reports,Service Call Status,FSRP2100,Service Call Status,20,I,R,SEC459,SEC1299,SEC435,SEC459
4,Service Management,Field Service,Reports,Service Contract Analysis,FSRP2150,Service Contract Analysis,40,I,R,SEC485,SEC1299,SEC435,SEC485
4,Service Management,Field Service,Reports,Service Contract Status,FSRP2200,Service Contract Status,60,I,R,SEC460,SEC1299,SEC435,SEC460
4,Service Management,Field Service,Reports,Service Technician Dispatch,FSRP2250,Service Technician Dispatch,80,I,R,SEC462,SEC1299,SEC435,SEC462
4,Service Management,Field Service,Reports,Warranty Analysis,FSRP2500,Warranty Analysis,100,I,R,SEC486,SEC1299,SEC435,SEC486
4,Service Management,Field Service,Reports,Warranty Status,FSRP2300,Warranty Status,120,I,R,SEC461,SEC1299,SEC435,SEC461
3,Service Management,Field Service,Setup,,FSMN1000,Setup,10,S,,SEC732,SEC1299,SEC435,SEC732
4,Service Management,Field Service,Setup,Asset Condition,FSMT2700,Asset Condition,8,I,M,SEC766,SEC1299,SEC435,SEC766
4,Service Management,Field Service,Setup,Business Category,FSMT1201,Business Category,9,I,M,SEC11201,SEC1299,SEC435,SEC11201
4,Service Management,Field Service,Setup,Customer,FSMT1300,Customer,10,I,M,SEC154,SEC1299,SEC435,SEC154
4,Service Management,Field Service,Setup,Employee,FSMT1450,Employee,80,I,M,SEC179,SEC1299,SEC435,SEC179
4,Service Management,Field Service,Setup,Field Service Asset Class,FSMT2800,Field Service Asset Class,5,I,M,SEC765,SEC1299,SEC435,SEC765
4,Service Management,Field Service,Setup,Indirect Labor Account,FSMT1400,Indirect Labor Account,25,I,M,SEC165,SEC1299,SEC435,SEC165
4,Service Management,Field Service,Setup,Miscellaneous Charge,FSMT1550,Miscellaneous Charge,30,I,M,SEC164,SEC1299,SEC435,SEC164
4,Service Management,Field Service,Setup,Part,FSMT2000,Part,35,I,M,SEC159,SEC1299,SEC435,SEC159
4,Service Management,Field Service,Setup,Product Group,FSMT2600,Product Group,38,I,M,SEC158,SEC1299,SEC435,SEC158
4,Service Management,Field Service,Setup,Reason Code,FSMT1500,Reason Code,40,I,M,SEC190,SEC1299,SEC435,SEC190
4,Service Management,Field Service,Setup,Renewal Code,CRLMT001,Renewal Code,50,I,M,SEC3006,SEC1299,SEC435,SEC3006
4,Service Management,Field Service,Setup,Service Call Type,FSMT1600,Service Call Type,60,I,M,SEC457,SEC1299,SEC435,SEC457
4,Service Management,Field Service,Setup,Service Contract Code,FSMT1100,Service Contract Code,70,I,M,SEC436,SEC1299,SEC435,SEC436
4,Service Management,Field Service,Setup,Shift,FSMT1425,Shift,75,I,M,SEC034,SEC1299,SEC435,SEC034
4,Service Management,Field Service,Setup,Topic,FSMT1700,Topic,100,I,M,SEC665,SEC1299,SEC435,SEC665
4,Service Management,Field Service,Setup,Warranty Code,FSMT1200,Warranty Code,90,I,M,SEC437,SEC1299,SEC435,SEC437
2,Service Management,Maintenance Management,,,MMMN9000,Maintenance Management,45,S,,SEC1300,SEC1299,SEC1300,SEC1300
3,Service Management,Maintenance Management,General Operations,,MMMN9500,General Operations,20,S,,SEC1302,SEC1299,SEC1300,SEC1302
4,Service Management,Maintenance Management,General Operations,Equipment Tracker,MMGO9750,Equipment Tracker,220,I,T,SEC1358,SEC1299,SEC1300,SEC1358
4,Service Management,Maintenance Management,General Operations,Expense Entry,MMGO8851,Expense Entry,3,K,E,SEC991,SEC1299,SEC1300,SEC991
4,Service Management,Maintenance Management,General Operations,Issue Material,MMGO9505,Issue Material,5,I,E,SEC136,SEC1299,SEC1300,SEC136
4,Service Management,Maintenance Management,General Operations,Maintenance Job Entry,MMGO9530,Maintenance Job Entry,30,I,E,SEC1352,SEC1299,SEC1300,SEC1352
4,Service Management,Maintenance Management,General Operations,Maintenance Job Tracker,MMGO9720,Maintenance Job Tracker,210,I,T,SEC1357,SEC1299,SEC1300,SEC1357
4,Service Management,Maintenance Management,General Operations,Maintenance Plan Processor,MMGO9600,Maintenance Plan Processor,100,I,P,SEC1355,SEC1299,SEC1300,SEC1355
4,Service Management,Maintenance Management,General Operations,Meter Reading,MMGO9050,Meter Reading,50,I,E,SEC1354,SEC1299,SEC1300,SEC1354
4,Service Management,Maintenance Management,General Operations,Request Entry,MMGO9510,Request Entry,10,I,E,SEC1350,SEC1299,SEC1300,SEC1350
4,Service Management,Maintenance Management,General Operations,Request Queue,MMGO9520,Request Queue,20,I,E,SEC1351,SEC1299,SEC1300,SEC1351
4,Service Management,Maintenance Management,General Operations,Request Tracker,MMGO9700,Request Tracker,200,I,T,SEC1356,SEC1299,SEC1300,SEC1356
4,Service Management,Maintenance Management,General Operations,Time and Expense Entry,MMGO8545,Time and Expense Entry,60,I,E,SEC178,SEC1299,SEC1300,SEC178
4,Service Management,Maintenance Management,General Operations,Time Entry,MMGO8550,Time Entry,70,K,E,SEC989,SEC1299,SEC1300,SEC989
3,Service Management,Maintenance Management,Reports,,MMMN9800,Reports,30,S,,SEC1303,SEC1299,SEC1300,SEC1303
4,Service Management,Maintenance Management,Reports,Equipment List,MMMN9830,Equipment List,5,I,R,SEC1366,SEC1299,SEC1300,SEC1366
4,Service Management,Maintenance Management,Reports,Maintenance Job Report,MMMN9820,Maintenance Job Report,10,I,R,SEC1364,SEC1299,SEC1300,SEC1364
4,Service Management,Maintenance Management,Reports,Maintenance Request Report,MMMN9810,Maintenance Request Report,20,I,R,SEC1359,SEC1299,SEC1300,SEC1359
3,Service Management,Maintenance Management,Setup,,MMMN9100,Setup,10,S,,SEC1301,SEC1299,SEC1300,SEC1301
4,Service Management,Maintenance Management,Setup,Equipment,MMMT9101,Equipment,35,I,M,SEC1308,SEC1299,SEC1300,SEC1308
4,Service Management,Maintenance Management,Setup,Equipment Location,MMMT9130,Equipment Location,30,I,M,SEC1306,SEC1299,SEC1300,SEC1306
4,Service Management,Maintenance Management,Setup,Equipment Status,MMMT9120,Equipment Status,20,I,M,SEC1305,SEC1299,SEC1300,SEC1305
4,Service Management,Maintenance Management,Setup,Equipment Type,MMMT9100,Equipment Type,10,I,M,SEC1304,SEC1299,SEC1300,SEC1304
4,Service Management,Maintenance Management,Setup,Maintenance Operation,MMMT9150,Maintenance Operation,50,I,M,SEC1309,SEC1299,SEC1300,SEC1309
4,Service Management,Maintenance Management,Setup,Operation Text,MMMT9155,Operation Text,55,I,M,SEC268,SEC1299,SEC1300,SEC268
4,Service Management,Maintenance Management,Setup,Resource Group,MMMT9135,Resource Group,36,I,M,SEC076,SEC1299,SEC1300,SEC076
4,Service Management,Maintenance Management,Setup,Topic,MMMT9140,Topic,40,I,M,SEC665,SEC1299,SEC1300,SEC665
2,Service Management,Project Management,,,PJMN0000,Project Management,30,S,,SEC2510,SEC1299,SEC2510,SEC2510
3,Service Management,Project Management,General Operations,,PJMN2000,General Operations,20,S,,SEC2515,SEC1299,SEC2510,SEC2515
4,Service Management,Project Management,General Operations,Build Project Analysis,PJGO1029,Build Project Analysis,1,I,P,SEC2530,SEC1299,SEC2510,SEC2530
4,Service Management,Project Management,General Operations,Build WBS Phase Analysis,PJGO1030,Build WBS Phase Analysis,2,I,P,SEC2530-01,SEC1299,SEC2510,SEC2530-01
4,Service Management,Project Management,General Operations,Capture COS/WIP Activity,PJGO1000,Capture COS/WIP Activity,3,I,P,SEC373,SEC1299,SEC2510,SEC373
4,Service Management,Project Management,General Operations,Capture Project Revenue Recognition,PBGO1130,Capture Project Revenue Recognition,5,I,P,SEC790,SEC1299,SEC2510,SEC790
4,Service Management,Project Management,General Operations,Capture WBS Phase Revenue Recognition,PBGO1131,Capture WBS Phase Revenue Recognition,6,I,P,SEC790-01,SEC1299,SEC2510,SEC790-01
4,Service Management,Project Management,General Operations,Cost Plus Invoice Review,PBGO1080,Cost Plus Invoice Review,210,I,T,SEC2520,SEC1299,SEC2510,SEC2520
4,Service Management,Project Management,General Operations,Expense Entry,PJGO1026,Expense Entry,30,K,E,SEC991,SEC1299,SEC2510,SEC991
4,Service Management,Project Management,General Operations,Fixed Fee Invoice Review,PBGO1070,Fixed Fee Invoice Review,220,I,T,SEC2519,SEC1299,SEC2510,SEC2519
4,Service Management,Project Management,General Operations,Job Entry,PJGO1010,Job Entry,40,I,E,SEC074,SEC1299,SEC2510,SEC074
4,Service Management,Project Management,General Operations,Labor Transaction Role Code Edit,PBGO1120,Labor Transaction Role Code Edit,50,I,E,SEC2615,SEC1299,SEC2510,SEC2615
4,Service Management,Project Management,General Operations,Multiple Project Revenue Recognition,PJGO1070,Multiple Project Revenue Recognition,60,K,E,SEC2515,SEC1299,SEC2510,SEC2515
4,Service Management,Project Management,General Operations,Planning Contract,PJGO1060,Planning Contract,70,I,E,SEC10503,SEC1299,SEC2510,SEC10503
4,Service Management,Project Management,General Operations,Planning Contract Tracker,PJGO1065,Planning Contract Tracker,222,I,T,SEC10503,SEC1299,SEC2510,SEC10503
4,Service Management,Project Management,General Operations,Progress Payment Invoice Review,PBGO1090,Progress Payment Invoice Review,230,I,T,SEC2521,SEC1299,SEC2510,SEC2521
4,Service Management,Project Management,General Operations,Project Entry,PJGO1040,Project Entry,80,I,E,SEC350,SEC1299,SEC2510,SEC350
4,Service Management,Project Management,General Operations,Project Invoice Preparation,PBGO1110,Project Invoice Preparation,7,I,P,SEC2522,SEC1299,SEC2510,SEC2522
4,Service Management,Project Management,General Operations,Project Schedule Board,PJGO1140,Project Schedule Board,85,K,U,SEC9931,SEC1299,SEC2510,SEC9931
4,Service Management,Project Management,General Operations,Project Tracker,PJGO1050,Project Tracker,225,I,T,SEC351,SEC1299,SEC2510,SEC351
4,Service Management,Project Management,General Operations,Time and Expense Entry,PJGO1020,Time and Expense Entry,90,I,E,SEC178,SEC1299,SEC2510,SEC178
4,Service Management,Project Management,General Operations,Time and Material Invoice Review,PBGO1060,Time and Material Invoice Review,240,I,T,SEC2518,SEC1299,SEC2510,SEC2518
4,Service Management,Project Management,General Operations,Time Entry,PJGO1025,Time Entry,100,K,E,SEC989,SEC1299,SEC2510,SEC989
3,Service Management,Project Management,Reports,,PJMN3000,Reports,30,S,,SEC2516,SEC1299,SEC2510,SEC2516
4,Service Management,Project Management,Reports,Inventory/WIP Reconciliation,PJRP1000,Inventory/WIP Reconciliation,10,I,R,SEC374,SEC1299,SEC2510,SEC374
4,Service Management,Project Management,Reports,Project Status Report,PJRP1010,Project Status Report,20,I,R,SEC2529,SEC1299,SEC2510,SEC2529
3,Service Management,Project Management,Setup,,PJMN1000,Setup,0,S,,SEC2511,SEC1299,SEC2510,SEC2511
4,Service Management,Project Management,Setup,Burden Actual Percentage,PBMT1090,Burden Actual Percentage,0,I,M,SEC2512,SEC1299,SEC2510,SEC2512
4,Service Management,Project Management,Setup,Burden Code,PBMT1000,Burden Code,1,I,M,SEC1441,SEC1299,SEC2510,SEC1441
4,Service Management,Project Management,Setup,Burden Set,PBMN1020,Burden Set,2,I,M,SEC2513,SEC1299,SEC2510,SEC2513
